code,product
80D,(百元基金)貝萊德全球智慧數據股票入息基金A2(美元)(本基金配息可能涉及本金)
R12,新加坡大華全球保健基金(美元)
Y77,富蘭克林坦伯頓全球邊境市場基金A股(美元)
MY8,貝萊德歐元市場基金(配息)
84T,施羅德新興市場股債收息基金AX月配固定(美元)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)
MU1,貝萊德歐元市場基金(歐元)
755,(百元基金)NN(L)歐洲新興市場股票基金X股(美元)
SI8,先機中國基金C類累積股(美元)
V35,瑞銀(盧森堡)策略基金-增長型(歐元)
80E,貝萊德全球智慧數據股票入息基金A6(穩定配息)(美元)(本基金配息可能涉及本金)
T06,安聯香港股票基金-A(配息類股)(美元)(本基金之配息來源可能為本金)
59U,(百元基金)瀚亞中國股票基金A
00H,鋒裕匯理基金領先歐洲企業股票 U 美元對沖
J84,(百元基金)摩根俄羅斯基金-JPM-A股分派(美元)(本基金之配息來源可能為本金)
S40,施羅德日本股票A累積(日圓)
Y44,(百元基金)富蘭克林坦伯頓全球-日本基金
MT6,貝萊德環球前瞻股票基金(歐元)
77G,聯博新興市場多元收益基金BD股月配美元(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)
77F,聯博新興市場多元收益基金B股美元(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)
L1M,聯博新興市場多元收益基金ED月配級別美元(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金)
S94,施羅德瑞士中小型股票A1累積基金(瑞郎)
73E,NN(L)歐元高股息基金X股(月配)(歐元)(本基金配息來源可能為本金)
839,富達馬來西亞基金-配權帳戶-美元
F12,富達馬來西亞基金(配息帳戶)(美元)
62Y,NN(L)歐元高股息基金X股(歐元)(本基金之配息來源可能為本金)
87U,鋒裕匯理基金歐陸股票 A 歐元
J58,摩根歐洲策略成長基金-JPM-A股分派(歐元)
76F,(百元基金)貝萊德全球股票收益基金 A2(美元)
T35,安聯收益成長基金-AM(穩定月收類股)(澳幣避險)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)
71P,貝萊德日本特別時機基金HEDGED A2(歐元)
S1E,施羅德新興市場股債收息U累積(美元)(本基金有相當比重投資於非投資等級之高風險債券)
M94,景順日本股息增長基金A(年配)(美元)
68V,貝萊德全球股票收益基金A6(穩定配息)(美元)(本基金配息可能涉及本金)
Y33,富蘭克林坦伯頓全球互利美國價值基金(歐元)
IV8,晉達環球策略管理基金C2(月配息)(南非幣避險)(本基金之配息來源可能為本金)
IV9,晉達環球策略管理基金C2(月配權)(南非幣避險)(本基金之配息來源可能為本金)
O18,利安資金新馬基金(美元)
88W,富蘭克林坦伯頓全球大中華基金F股(累積)(美元)
T37,安聯收益成長基金-AM(穩定月收類股)(歐元避險)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)
65H,富達亞洲成長趨勢基金(累積)-配權帳戶-歐元
F88,富達亞洲成長趨勢基金(累積)-配息帳戶-歐元
73F,NN(L)歐元高股息基金X股(月配)(澳幣對沖)(本基金配息來源可能為本金)
83J,路博邁投資基金-NB新興市場股票基金C2累積類股(澳幣)
J83,(百元基金)摩根巴西基金-JPM-A股累計(美元)
74Y,NN(L)美國高股息基金Y股(月配)(美元)(本基金之配息來源可能為本金)
71R,NN(L)美國高股息基金Y股(美元)(本基金之配息來源可能為本金)
C13,霸菱拉丁美洲基金(美元)
N49,路博邁投資基金 - NB新興市場股票基金E累積類股(澳幣)
76J,聯博亞洲股票基金BD月配澳幣避險級別(本基金之配息來源可能為本金)
L38,聯博全球價值型基金(歐元)
668,鋒裕匯理基金美國鋒裕股票 A 歐元
66K,富蘭克林坦伯頓全球大中華基金B股
S56,施羅德日本股票A1累積(日圓)
L0T,聯博新興市場多元收益基金AD股月配澳幣避險(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)
80G,貝萊德全球智慧數據股票入息基金A8月配息(紐西蘭幣避險)(本基金配息可能涉及本金)
605,新加坡大華東協基金(美元)
80I,(百元基金)施羅德亞洲股息基金 A累積(美元)(本基金之配息來源可能為本金)
T28,安聯全球永續發展基金-A(配息類股) (美元)(本基金之配息來源可能為本金)
663,鋒裕匯理基金美國研究股票 A 歐元
S1F,施羅德新興市場股債收息U月配固定(美元)(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金)
60E,全盛全球重點研究基金A1
L1K,聯博新興市場多元收益基金A股澳幣避險(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)
691,景順中國基金A(年配)(美元)
500,富蘭克林坦伯頓全球全球基金B股(美元)
50H,比利時聯合資產管理公司-歐洲庫藏股基金
524,天利(盧森堡)泛歐洲股票基金(歐元)(本基金未經本國主管機關核准)
A47,安本標準日本股票基金 A 累積 美元避險
835,富達英國基金-配權帳戶-英鎊
F08,富達英國基金(配息帳戶)(英鎊)
84H,NN (L) 歐元高股息基金Y股(月配)(歐元)(本基金配息來源可能為本金)
80F,貝萊德全球智慧數據股票入息基金A8穩定月配息(澳幣避險)(本基金配息可能涉及本金)
S1P,施羅德環球高收益U月配固定(C)(南非幣避險)(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金)
M48,景順美國籃籌指標增值基金A(美元)
89G,施羅德新興市場股債收息AX月配固定(C)(澳幣避險)(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金)
840,富達新加坡基金-配權帳戶-美元
F13,富達新加坡基金(配息帳戶)(美元)
52M,施羅德環球收益股票A1累積(歐元)(本基金之配息來源可能為本金)
80H,貝萊德全球智慧數據股票入息基金HEDGED A2(歐元)(本基金配息可能涉及本金)
JA7,駿利亨德森環球生命科技基金A2美元
58B,百達-新興歐洲-R 歐元
Y0C,富蘭克林坦伯頓全球日本基金(累積)(美元避險)
78Z,NN(L)歐元高股息基金Y股(月配)(澳幣對沖)(本基金之配息來源可能為本金)
C20,霸菱東歐基金(美元)
688,NN(L)全球機會股票基金X股(歐元)
80J,施羅德亞洲股息基金 A月配固定(C) (美元)(本基金之配息來源可能為本金)
88G,百達-美國指數-R歐元
73S,富達中國內需消費基金(累積)-配權帳戶-澳幣避險
F0Z,富達中國內需消費基金(累積)-配息帳戶-澳幣避險
S81,施羅德新興歐洲A1累積(歐元)
695,NN(L)美國高股息基金X股(歐元對沖)(本基金之配息來源可能為本金)
J66,摩根歐洲基金-JPM-A股分派(歐元)(本基金之配息來源可能為本金)
763,聯博全球價值型基金B股(歐元)
70K,法巴新興市場股票基金 C (美元)
621,新加坡大華國際成長基金(星幣)
70A,法巴亞洲(日本除外)股票基金 C (歐元)
87E,法巴亞洲(日本除外)股票基金/年配 (歐元)(基金之配息來源可能為本金)
V01,瑞銀(盧森堡)生化股票基金(美元)
71X,NN(L)美國高股息基金X股(月配)(澳幣對沖)(本基金之配息來源可能為本金)
E71,法盛亞太股票基金R/A(歐元)
A30,安本標準日本股票基金 A 累積 日圓
71O,貝萊德全球股票收益基金A8穩定月配息股份(澳幣避險)(本基金配息可能涉及本金)
72B,NN(L)環球高股息基金X股(月配)(澳幣對沖)(本基金之配息來源可能為本金)
F14,富達泰國基金-配息帳戶-美元
77Y,(百元基金)施羅德歐洲收益股票A1累積(美元對沖)(本基金之配息來源可能為本金)
786,駿利亨德森遠見泛歐股票基金
Y50,富蘭克林坦伯頓全球日本基金
L1X,聯博新興市場多元收益基金ED月配澳幣避險級別(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)
IZ2,晉達環球股票入息基金C3(月配息)(本基金之配息來源可能為本金)
IZ3,晉達環球股票入息基金C3(月配權)(本基金之配息來源可能為本金)
88X,晉達環球股票入息基金C2(月配息)(美元)
88Y,晉達環球股票入息基金C2(月配權)(美元)
1Y7,晉達環球股票入息基金C累積股份(配息帳戶)
IY9,晉達環球股票入息基金C累積股份(配權帳戶)
O05,利安資金日本增長基金(新加坡幣)
J0T,(百元基金)摩根環球醫療科技基金-JPM-A股累計(美元)
M88,景順泛歐洲基金A(美元對沖)(美元)
O03,利安資金日本基金(新加坡幣)
77Z,施羅德歐洲收益股票A1月配固定(美元對沖)(本基金之配息來源可能為本金)
S1G,施羅德新興市場股債收息U月配固定(C)(澳幣避險)(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金)
67B,(百元基金)施羅德亞洲可轉換債券A1累積(美元)(本基金主要係投資於非投資等級之高風險債券)
66D,法巴拉丁美洲股票基金 C (美元)
L1I,聯博日本策略價值基金AD月配(南非幣避險)(本基金之配息來源可能為本金)
JD7,駿利亨德森環球生命科技基金 B2 美元
81J,瑞萬通博基金-中國領導企業基金C(美元)
M74,景順中國基金A(歐元對沖)(歐元)
T31,安聯全球新興市場高股息基金(累積類股)(歐元)
Y38,(百元基金)富蘭克林坦伯頓全球生技領航基金(美元)
T40,安聯全球新興市場高股息基金(穩定月收類股)(澳幣避險)(本基金之配息來源可能為本金)
Y0A,(百元基金)富蘭克林坦伯頓全球互利歐洲基金(累積)(美元避險)(本基金之配息來源可能為本金)
79P,富達永續發展日本股票基金(累積)-配權帳戶-美元避險
F1J,富達永續發展日本股票基金(累積)-配息帳戶-美元避險
AE6,柏瑞日本股票基金(美元)
58D,百達-日本精選-R 歐元
JA8,駿利亨德森環球生命科技基金A2歐元避險
M73,景順美國藍籌指標增值基金A(歐元對沖)(歐元)
M58,景順泛歐洲基金C股(配息)(歐元)
IV4,晉達環球策略管理基金C2(月配息)(美元)(本基金之配息來源可能為本金)
IV5,晉達環球策略管理基金C2(月配權)(美元)(本基金之配息來源可能為本金)
IO8,晉達環球策略管理基金C收益股份(配息)(本基金之配息來源可能為本金)
IP9,晉達環球策略管理基金C收益股份(配權)
77V,NN(L)美國高股息基金Y股(月配)(澳幣對沖)(本基金配息來源可能為本金)
651,鋒裕匯理基金新興歐洲及地中海股票 A 美元
L0Q,聯博中國優化波動股票基金AD月配南非幣避險級別(本基金之配息來源可能為本金)
52G,富達新興亞洲基金-配權帳戶-歐元
F97,富達新興亞洲基金-配息帳戶-歐元
J61,(百元基金)摩根新興中東基金-JPM-A股分派(美元)(本基金之配息來源可能為本金)
55D,富達新興亞洲基金(累積)-配權帳戶-歐元
F99,富達新興亞洲基金(累積)-配息帳戶-歐元
616,新加坡大華日本成長基金(星幣)
IY5,晉達環球特許品牌基金C2(月配息)(南非幣避險IRD)(本基金之配息來源可能為本金)
IY6,晉達環球特許品牌基金C2(月配權)(南非幣避險IRD)(本基金之配息來源可能為本金)
77X,NN(L)環球高股息基金Y股(月配)(澳幣對沖)(本基金配息來源可能為本金)
80K,施羅德亞洲股息基金 A月配固定(C)(澳幣對沖)(本基金之配息來源可能為本金)
66N,(百元基金)施羅德環球計量優勢股票A1累積(美元)
L27,聯博歐元區股票基金AX股(歐元)
756,施羅德日本優勢(日圓)
R10,新加坡大華黃金及綜合基金(美元)
L67,聯博歐元區股票基金A股(歐元)
V36,瑞銀(盧森堡)策略基金-平衡型(累積)(美元)
L0V,聯博歐洲股票基金AD月配美元避險級別(本基金之配息來源可能為本金)
L2J,聯博優化波動股票基金AD月配南非幣避險級別(本基金之配息來源可能為本金)
T08,安聯日本股票基金-A(配息類股)(美元)(本基金之配息來源可能為本金)
S50,施羅德歐洲收益股票A1累積(歐元)(本基金之配息來源可能為本金)
V69,瑞銀(盧森堡)策略基金-平衡型(月配息)(美元)(本基金配息來源可能為本金)
M57,景順泛歐洲基金A(年配)(歐元)
M05,景順泛歐洲基金A(歐元)
82A,鋒裕匯理基金新興歐洲及地中海股票 T 美元
834,富達永續發展日本股票基金-配權帳戶-日圓
F07,富達永續發展日本股票基金(配息帳戶)(日圓)
M91,景順日本動力基金A(美元)(年配)
00P,鋒裕匯理基金新興歐洲及地中海股票 U 美元
54M,鋒裕匯理基金新興歐洲及地中海股票 B 美元
84E,富蘭克林坦伯頓全球生技領航基金F股(累積)(美元)
67C,施羅德亞洲可轉換債券A1累積(歐元對沖)(本基金主要係投資於非投資等級之高風險債券)
78S,(百元基金)貝萊德歐洲特別時機基金HEDGED A2(美元)
680,貝萊德美國增長型基金(歐元)
X12,(百元基金)富蘭克林坦伯頓成長基金(配權)(本基金之配息來源可能為本金)
703,施羅德拉丁美洲A1累積(歐元)
KD2,法巴歐洲增長股票基金 C (歐元)
87F,鋒裕匯理基金日本股票 A 歐元(未申報生效)
S49,施羅德歐元股票A1(累積)(歐元)(本基金之配息來源可能為本金)
50E,富蘭克林坦伯頓全球生技領航基金B股
63S,貝萊德亞洲巨龍基金A2(歐元)
79M,聯博中國優化波動股票基金BD月配南非幣避險級別(本基金之配息來源可能為本金)
Y63,富蘭克林坦伯頓全球互利全球領航基金(歐元)
Y34,富蘭克林坦伯頓全球互利歐洲基金(歐元)
V09,瑞銀(盧森堡)中國精選股票基金(美元)
Y75,富蘭克林坦伯頓全球互利歐洲基金(年配息)A 股(歐元)(本基金之配息來源可能為本金)
64U,(百元基金)施羅德環球高收益A1累積(美元)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金)
52J,駿利亨德森遠見全球地產股票基金
L2F,聯博優化波動股票基金ED月配南非幣避險級別(本基金之配息來源可能為本金)
J11,(百元基金)摩根菲律賓基金
78A,聯博歐洲股票基金BD月配美元避險級別(本基金之配息來源可能為本金)
J10,(百元基金)摩根馬來西亞基金
70P,法巴優化波動全球股票基金 C (美元)
70Z,法巴優化波動全球股票基金/年配 (美元)(本基金之配息來源可能為本金)
88Z,晉達環球股票入息基金C2(月配息)(澳幣避險)
89A,晉達環球股票入息基金C2(月配權)(澳幣避險)
55U,施羅德歐洲收益股票A1季配固定(歐元)(本基金之配息來源可能為本金)
AF4,柏瑞大中華股票基金A
KA3,法巴德國多元因子股票基金C(歐元)
IX6,晉達歐洲股票基金C累積股份(配息帳戶)(美元避險)
IX7,晉達歐洲股票基金C累積股份(配權帳戶)(美元避險)
66L,(百元基金)施羅德環球可轉換債券A1累積(美金)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金)
73W,富達德國基金(累積)-配權帳戶-美元避險
F1D,富達德國基金(累積)-配息帳戶-美元避險
76P,鋒裕匯理基金環球高收益債券 A 南非幣 (穩定月配息)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金)
Y0J,富蘭克林坦伯頓全球-潛力歐洲基金(年配權)A股(美元)
S1M,施羅德環球高收益U累積(美元)(本基金主要係投資於非投資等級之高風險債券)
L53,聯博日本策略價值基金A股(美元)(本基金之配息來源可能為本金)
75T,百達-智慧城市基金-HR南非幣DY(本基金之配息來源可能為本金)
77Q,百達-水資源基金-HR美元
L40,聯博歐洲股票基金(歐元)
64V,施羅德環球高收益A1月配固定(美元)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金)
L1H,聯博歐洲股票基金AD月配歐元級別(本基金之配息來源可能為本金)
70I,法巴俄羅斯股票基金/年配 (歐元)(本基金之配息來源可能為本金)
74U,貝萊德歐洲特別時機基金HEDGED A2(澳幣)
MC3,貝萊德太平洋股票基金(歐元)
70O,法巴健康護理創新股票基金 C (美元)
857,富達全球消費行業基金-配權帳戶-歐元
F56,富達全球消費行業基金-配息帳戶-歐元
MB8,貝萊德歐洲特別時機基金A2(歐元)
60K,全盛全球股票基金A1
88F,法巴歐洲股票基金 C (歐元)
Y67,富蘭克林坦伯頓全球全球平衡基金(本基金之配息來源可能為本金)
Y12,(百元基金)富蘭克林坦伯頓全球全球平衡基金(季配權)(美元)(本基金之配息來源可能為本金)
Y27,富蘭克林坦伯頓全球全球平衡基金(季配息)(美元)(本基金之配息來源可能為本金)
S1N,施羅德環球高收益U月配固定(美元)(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金)
M92,景順日本動力基金A(美元對沖) 美元
82I,鋒裕匯理基金環球高收益債券 T 南非幣 (穩定月配息)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金)
699,施羅德日本小型公司A1累積(歐元)
E73,法盛新興亞洲股票基金R/A(歐元)
62Z,NN(L)歐洲股票基金X股(歐元)
Y92,富蘭克林坦伯頓全球東歐基金(年配息)A 股(歐元)
MZ2,(百元基金)貝萊德環球資產配置基金(美元)
L77,聯博新興市場價值基金A股歐元
IV6,晉達環球策略管理基金C2(月配息)(澳幣避險)(本基金之配息來源可能為本金)
IV7,晉達環球策略管理基金C2(月配權)(澳幣避險)(本基金之配息來源可能為本金)
Y19,富蘭克林坦伯頓全球東歐基金(歐元)
778,貝萊德日本靈活股票基金A2(歐元)
606,新加坡大華新加坡增長基金(美元)(本基金之配息來源可能為本金)
68L,施羅德歐洲大型股A
793,比利時聯合資產管理公司-東歐基金
MB1,貝萊德世界能源基金(歐元)
C30,霸菱歐寶基金(歐元)
L20,聯博全球不動產證券基金(美元)(本基金之配息來源可能為本金)
74F,貝萊德環球高收益債券基金A8穩定月配息(南非幣避險)(本基金有相當比重投資於非投資等級之高風險債券且配息可能涉本金)
877,富蘭克林坦伯頓全球互利歐洲基金B股(歐元)
L01,聯博國際醫療基金
53M,(百元基金)百達-健康基金-R 美元
58H,百達-保安-R 歐元
841,富達澳洲基金-配權帳戶-澳幣
F21,富達澳洲基金(配息帳戶)(澳幣)
65E,施羅德環球高收益A1月配固定(C)(澳幣對沖)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金)
53P,百達-水資源-R 歐元
AE5,柏瑞拉丁美洲股票基金
62D,聯博日本策略價值基金B股(美元)(本基金之配息來源可能為本金)
533,天利(盧森堡)全球焦點基金(歐元)(本基金未經本國主管機關核准)
L82,聯博亞洲股票基金AD股歐元(本基金之配息來源可能為本金)
L79,聯博亞洲股票基金A股歐元(本基金之配息來源可能為本金)
M25,景順健康護理創新基金A(年配)(美元)
64W,施羅德環球高收益A1累積(歐元對沖)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金)
854,富達歐盟50R基金-配權帳戶-歐元
F51,富達歐盟50R基金(配息帳戶)(歐元)
Y42,(百元基金)富蘭克林坦伯頓全球成長(歐元)基金(美元)
S1O,施羅德環球高收益U月配固定(C)(澳幣避險)(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金)
66M,施羅德環球可轉換債券A1累積(歐元對沖)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金)
836,富達德國基金-配權帳戶-歐元
F09,富達德國基金(配息帳戶)(歐元)
V43,瑞銀(盧森堡)全球戰略配置精選基金(美元)
76R,鋒裕匯理基金美國高收益債券 A 南非幣 (穩定月配息)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金)
88T,富蘭克林坦伯頓全球全球平衡基金F股(季配息)(美元)(本基金之配息來源可能為本金)
S51,施羅德歐洲大型股A1累積(歐元)
IS0,晉達環球特許品牌基金C收益股份(配息)
IU1,晉達環球特許品牌基金C收益股份(配權)
D05,安聯全球生物科技基金
IY1,晉達環球特許品牌基金C2(月配息)(本基金之配息來源可能為本金)
IY2,晉達環球特許品牌基金C2(月配權)(本基金之配息來源可能為本金)
86Q,摩根新興歐洲股票基金-JPM新興歐洲股票(美元) - A股(分派)(本基金之配息來源可能為本金)
869,(百元基金)摩根新興歐洲股票基金-JPM-A股累計(美元)
L84,聯博日本策略價值基金A股美元避險(本基金之配息來源可能為本金)
86E,野村愛爾蘭美國高收益債券基金(TD美元類股)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金)
86C,野村愛爾蘭美國高收益債券基金(T美元類股)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金)
60H,全盛歐洲小型公司基金A1
50M,富蘭克林坦伯頓全球潛力歐洲基金B股
L0U,聯博日本策略價值基金AD月配美元避險級別(本基金之配息來源可能為本金)
MX0,貝萊德美國價值型基金(英鎊)
AG0,柏瑞環球動態資產配置基金ADC(配息)(美元)(本基金之配息來源可能為本金)
01Q,鋒裕匯理基金美國高收益債券 U 南非幣 (穩定月配息)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金)
AG1,柏瑞環球動態資產配置基金ADCT(穩定月配)(美元)(基金之配息來源可能為本金)
AF6,柏瑞環球動態資產配置基金A
57N,比利時聯合資產管理公司-拉丁美洲基金
C28,霸菱全球新興市場基金(歐元)
57Z,貝萊德環球資產配置基金HEDGED A2(澳幣)
82M,鋒裕匯理基金美國高收益債券 T 南非幣 (穩定月配息)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金)
506,富蘭克林坦伯頓全球全球平衡基金B股(美元)(本基金之配息來源可能為本金)
X09,富蘭克林美國房地產證券化基金(季配權)
X19,富蘭克林美國房地產證券化基金(季配息)
L1Q,聯博國際醫療基金ED月配級別美元(本基金之配息來源可能為本金)
J1A,摩根歐洲策略股息基金-JPM-A股累計(歐元)
594,聯博全球不動產證券基金B股(本基金之配息來源可能為本金)
N08,路博邁投資基金-NB美國房地產基金T累積類股(南非幣)
587,聯博國際醫療基金B股(美元)
MT4,貝萊德日本特別時機基金(歐元)
N14,路博邁投資基金-NB美國房地產基金T月配息類股(南非幣)(本基金之配息來源可能為本金)
82W,鋒裕匯理基金新興市場債券 T 南非幣 (穩定月配息)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金)
76X,鋒裕匯理基金美國高收益債券 B 南非幣 (穩定月配息)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金)
L52,聯博日本策略價值基金A股(日元)(本基金之配息來源可能為本金)
M63,景順天下地產證券基金C股
M45,景順英國動力基金A(年配)(英鎊)
01B,鋒裕匯理基金新興市場債券 U 南非幣 (穩定月配息)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金)
L1E,聯博日本策略價值基金AD月配(日圓)(本基金之配息來源可能為本金)
69Z,法巴全球高收益債券基金/月配 (美元)(本基金主要係投資於非投資等級之高風險債券，基金之配息來源可能為本金)
76Z,鋒裕匯理基金新興市場債券 B 南非幣 (穩定月配息)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金)
V78,瑞銀(盧森堡)歐元區國家收益基金(本基金未經本國主管機關核准)
R14,新加坡大華全球房地產收益基金(美元)(本基金之配息來源可能為本金)
52N,(百元基金)施羅德環球城市房地產股票A1累積基金(美元)(本基金之配息來源可能為本金)
MX4,貝萊德歐洲價值型基金(英鎊)
X13,(百元基金)富蘭克林坦伯頓世界基金(配權)(美元)(本基金之配息來源可能為本金)
86D,野村愛爾蘭美國高收益債券基金(T澳幣避險類股)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金)
86F,野村愛爾蘭美國高收益債券基金(TD澳幣避險類股)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金)
L2G,聯博優化波動股票基金A級別美元(本基金之配息來源可能為本金)
61K,施羅德金磚四國A1累積(歐元)
63B,NN(L)環球高股息基金X股(歐元)(本基金之配息來源可能為本金)
79Z,富達全球健康護理基金(累積)-配權帳戶-美元
F1O,富達全球健康護理基金(累積)-配息帳戶-美元
L2H,聯博優化波動股票基金AD月配級別美元(本基金之配息來源可能為本金)
MW6,(百元基金)貝萊德拉丁美洲基金(美元)
69I,瀚亞美國高收益債券基金AZDM月配(南非幣避險) (本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金)
72Z,瀚亞美國高收益債券基金AZDMC1穩定月配(南非幣避險)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金)
J1B,摩根歐洲策略股息基金-JPM-A股每月派息(美元對沖)(本基金之配息來源可能為本金)
M62,景順天下地產證券基金A(年配)(美元)
84Y,富達基金-全球入息基金(A股C月配息)-配權帳戶-美元(本基金之配息來源可能為本金)
F1S,富達基金-全球入息基金(A股C月配息)-配息帳戶-美元(本基金之配息來源可能為本金)
71S,富達全球入息基金(累積)-配權帳戶-美元
F0Q,富達全球入息基金(累積)-配息帳戶-美元
F0O,富達全球入息基金(A股F1穩定月配息)-配息帳戶-美元(本基金之配息來源可能為本金)
76T,鋒裕匯理基金新興市場債券 A 南非幣 (穩定月配息)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金)
53K,(百元基金)百達-生物科技-R 美元
J1C,(百元基金)摩根歐洲策略股息基金-JPM-A股累計(美元對沖)
M60,景順環球指標增值基金C(美元)(年配)
77R,聯博日本策略價值基金BD月配美元避險級別(本基金之配息來源可能為本金)
85Z,野村愛爾蘭美國高收益債券基金(BD美元類股)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金)
C19,霸菱成熟及新興市場高收益債券基金(季配息)(美元)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金)
AE3,柏瑞新興歐洲股票基金A(美元)
68K,富達中國內需消費基金(累積)-配權帳戶-歐元
F0G,富達中國內需消費基金(累積)-配息帳戶-歐元
C41,霸菱成熟及新興市場高收益債券基金(月配息)(美元)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金)
R11,新加坡大華全球保健基金(星幣)
84R,路博邁投資基金 - NB美國房地產基金C2累積類股(南非幣)
N55,路博邁投資基金 - NB美國房地產基金E累積類股(南非幣)
E52,法盛新興歐洲股票基金R/D(配息)(美元)
84P,路博邁投資基金 - NB美國房地產基金C2月配息類股(南非幣)(本基金之配息來源可能為本金)
N56,路博邁投資基金 - NB美國房地產基金E月配息類股(南非幣)(基金之配息來源可能為本金)
L0O,聯博中國優化波動股票基金AD月配級別美元(本基金之配息來源可能為本金)
L50,聯博中國優化波動股票基金A股(美元)
E51,法盛新興歐洲股票基金R/A(美元)
77P,百達-智慧城市基金-HR 美元DY(本基金之配息來源可能為本金)
77O,百達-智慧城市基金-HR美元(本基金之配息來源可能為本金)
IZ0,晉達環球股票入息基金C累積股份(配息帳戶)(美元避險)
IZ1,晉達環球股票入息基金C累積股份(配權帳戶)(美元避險)
62C,聯博日本策略價值基金B股(日元)(本基金之配息來源可能為本金)
M65,景順環球指標增值基金A(年配)(美元)
V44,瑞銀(盧森堡)全球戰略配置精選基金(歐元)
78Q,聯博日本策略價值基金BD月配(日圓)(本基金之配息來源可能為本金)
IZ4,晉達環球股票入息基金C3(月配息)(美元避險) (本基金之配息來源可能為本金)
IZ5,晉達環球股票入息基金C3(月配權)(美元避險)(本基金之配息來源可能為本金)
853,富達歐元藍籌基金-配權帳戶-歐元
F50,富達歐元藍籌基金(配息帳戶)(歐元)
L70,聯博日本策略價值基金A股歐元避險(本基金之配息來源可能為本金)
61I,NN (L) 永續智慧經濟基金X股(歐元)
L1F,聯博日本策略價值基金AD月配(澳幣避險)(本基金之配息來源可能為本金)
Y0F,富蘭克林坦伯頓全球穩定月收益基金A股(月配息)-H1(南非幣避險)(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金)
52X,鋒裕匯理基金環球高收益債券 A 美元 (月配息)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金)
52W,鋒裕匯理基金環球高收益債券 A 美元(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金)
O24,利安資金新加坡均衡基金(美元)
L2D,聯博優化波動股票基金ED月配級別美元(本基金之配息來源可能為本金)
Y78,富蘭克林坦伯頓全球邊境市場基金A股(歐元)
IY3,晉達環球特許品牌基金C2(月配息)(澳幣避險 IRD)(本基金之配息來源可能為本金)
IY4,晉達環球特許品牌基金C2(月配權)(澳幣避險 IRD)(本基金之配息來源可能為本金)
N12,路博邁投資基金-NB美國房地產基金T月配息類股(美元)(本基金之配息來源可能為本金)
O17,利安資金新馬基金(新加坡幣)
75C,法巴新興歐洲股票基金 C (美元)
87B,摩根歐洲策略股息基金-JPM-F股每月派息(美元對沖)(本基金之配息來源可能為本金)
59P,駿利亨德森遠見亞洲股息收益基金A3季配(本基金之配息來源可能為本金)
89L,NN(L)環球高收益基金X股(月配)(南非幣對沖)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金)
Y94,(百元基金)富蘭克林坦伯頓全球全球房地產基金(累積)(美元)(本基金之配息來源可能為本金)
N06,路博邁投資基金-NB美國房地產基金T累積類股(美元)
